problem_id,feedback,block,ambiguity,corr,n,bRate,bRate_std,ev_A,ev_B,ev_diff,n_outcomes_B,ev_max_conflict
108,False,1,False,-1,16,0.4875,0.4379878232706171,18.0,17.6,0.4,2,False
108,True,4,False,-1,15,0.3733333333333333,0.4131182235954578,18.0,17.6,0.4,2,False
110,False,1,False,0,16,0.6625000000000001,0.3242941051987634,18.6,24.25,-5.65,6,True
110,True,2,False,0,15,0.8266666666666667,0.2711527420547495,18.6,24.25,-5.65,6,True
113,False,1,True,0,16,0.425,0.3924283374069717,25.2,16.0,9.2,2,False
113,True,3,True,0,17,0.1529411764705882,0.2294494689981421,25.2,16.0,9.2,2,False
114,False,1,True,0,16,0.6624999999999999,0.4112987559751022,11.0,11.6,-0.6,4,False
114,True,2,True,0,17,0.5411764705882353,0.3857765278134023,11.0,11.6,-0.6,4,False
115,False,1,False,0,16,0.325,0.2909753712372692,25.0,29.2,-4.2,2,False
115,True,5,False,0,16,0.6375000000000001,0.3364025366531392,25.0,29.2,-4.2,2,False
116,False,1,False,0,33,0.5333333333333332,0.3796928583298173,6.0,2.75,3.25,3,True
116,True,4,False,0,16,0.3375,0.4047633053197057,6.0,2.75,3.25,3,True
119,False,1,False,0,16,0.425,0.4187282332651254,14.8,15.0,-0.2,6,True
119,True,5,False,0,15,0.5333333333333333,0.4386125310350269,14.8,15.0,-0.2,6,True
120,False,1,False,0,16,0.775,0.2720294101747089,6.0,15.8,-9.8,2,False
120,True,3,False,0,15,0.7066666666666668,0.3614784456460256,6.0,15.8,-9.8,2,False
121,False,1,True,0,16,0.7625000000000001,0.3364025366531392,-2.0,5.25,-7.25,2,False
121,True,5,True,0,15,0.4933333333333334,0.4061433010064071,-2.0,5.25,-7.25,2,False
124,False,1,True,0,16,0.3125000000000001,0.3930648801406709,4.75,5.6,-0.85,3,True
124,True,3,True,0,15,0.4,0.3927922024247863,4.75,5.6,-0.85,3,True
126,False,1,False,0,16,0.7374999999999999,0.3774917217635375,7.0,9.13,-2.13,9,False
126,True,5,False,0,15,0.8933333333333333,0.1830950832868254,7.0,9.13,-2.13,9,False
128,False,1,False,0,16,0.575,0.3991657967979388,8.2,9.25,-1.05,5,False
128,True,3,False,0,15,0.7733333333333334,0.3104528182847634,8.2,9.25,-1.05,5,False
131,False,1,False,0,16,0.65,0.4647580015448901,4.4,4.0,0.4,2,False
131,True,2,False,0,16,0.7625000000000001,0.2941088233970548,4.4,4.0,0.4,2,False
137,False,1,False,0,16,0.6124999999999999,0.4161329915623931,-7.0,-9.55,2.55,8,True
137,True,2,False,0,16,0.45,0.4472135954999579,-7.0,-9.55,2.55,8,True
138,False,1,False,0,16,0.4,0.4258325179379016,-10.2,-10.0,-0.2,4,False
138,True,5,False,0,15,0.24,0.3042555317022659,-10.2,-10.0,-0.2,4,False
140,False,1,False,0,16,0.4125,0.3304037933599835,27.0,30.5,-3.5,4,False
140,True,2,False,0,16,0.4875,0.3792536530256938,27.0,30.5,-3.5,4,False
146,False,1,False,0,16,0.7875000000000001,0.3222318006239194,21.0,17.3,3.7,4,False
146,True,5,False,0,15,0.5599999999999999,0.3942443042436649,21.0,17.3,3.7,4,False
148,False,1,False,0,16,0.4375,0.4080441152620633,11.0,15.5,-4.5,2,False
148,True,5,False,0,15,0.3866666666666667,0.3583028779970269,11.0,15.5,-4.5,2,False
161,False,1,True,1,31,0.5741935483870969,0.405764908894698,27.65,30.2,-2.55,5,False
161,True,4,True,1,15,0.8599999999999999,0.1764733893335115,27.65,30.2,-2.55,5,False
172,False,1,False,0,16,0.7,0.4,-7.0,-4.0,-3.0,2,False
172,True,2,False,0,15,0.7066666666666667,0.3614784456460255,-7.0,-4.0,-3.0,2,False
182,False,1,False,1,16,0.3375000000000001,0.2604483314082341,21.8,18.6,3.2,2,False
182,True,5,False,1,15,0.1733333333333333,0.2120197654757238,21.8,18.6,3.2,2,False
185,False,1,True,0,16,0.7250000000000001,0.3,0.75,8.0,-7.25,5,False
185,True,5,True,0,15,0.7466666666666665,0.3067494712224263,0.75,8.0,-7.25,5,False
186,False,1,True,0,16,0.5874999999999999,0.3757215280851852,17.6,19.0,-1.4,3,True
186,True,5,True,0,15,0.64,0.2848558532711889,17.6,19.0,-1.4,3,True
193,False,1,True,0,17,0.3058823529411765,0.3325480947082957,10.0,7.0,3.0,2,True
193,True,2,True,0,15,0.28,0.3447566429485338,10.0,7.0,3.0,2,True
197,False,1,True,0,17,0.8235294117647058,0.1855040827202527,24.0,21.4,2.6,5,True
197,True,4,True,0,16,0.65,0.2875181153713043,24.0,21.4,2.6,5,True
202,False,1,True,1,17,0.8235294117647057,0.2332632948105688,13.75,6.75,7.0,9,True
202,True,4,True,1,16,0.55,0.3306559138036599,13.75,6.75,7.0,9,True
214,False,1,False,0,16,0.4625,0.4425306015783918,24.0,22.05,1.95,8,True
214,True,3,False,0,15,0.5733333333333334,0.3692979181920098,24.0,22.05,1.95,8,True
219,False,1,True,0,16,0.7000000000000001,0.3183289703016886,-9.0,-9.05,0.05,2,True
219,True,2,True,0,18,0.8666666666666667,0.2566755791678991,-9.0,-9.05,0.05,2,True
223,False,1,True,0,16,0.55,0.3966526608171605,25.0,19.0,6.0,2,True
223,True,4,True,0,18,0.4888888888888888,0.3708319563755004,25.0,19.0,6.0,2,True
232,False,1,False,0,16,0.25,0.3055050463303893,27.0,25.5,1.5,2,True
232,True,5,False,0,15,0.3733333333333333,0.3534860406754147,27.0,25.5,1.5,2,True
233,False,1,False,0,16,0.6125,0.4224926034855521,-1.0,-1.0,0.0,2,False
233,True,2,False,0,15,0.52,0.3277629805645711,-1.0,-1.0,0.0,2,False
236,False,1,False,0,16,0.3375,0.4240676046732801,26.0,25.4,0.6,2,True
236,True,2,False,0,16,0.725,0.443471156521669,26.0,25.4,0.6,2,True
238,False,1,True,0,16,0.2625,0.25,-6.0,-3.12,-2.88,2,False
238,True,5,True,0,17,0.5294117647058824,0.2910427500435996,-6.0,-3.12,-2.88,2,False
241,False,1,False,0,16,0.725,0.3172801075810878,16.8,26.9,-10.1,2,False
241,True,5,False,0,15,0.92,0.1820517979665599,16.8,26.9,-10.1,2,False
245,False,1,False,0,16,0.375,0.3336665001664586,7.67,12.25,-4.58,5,False
245,True,3,False,0,16,0.4875,0.4129164564412516,7.67,12.25,-4.58,5,False
251,False,1,False,0,16,0.7749999999999999,0.2816617356570348,17.0,17.0,0.0,1,False
251,True,4,False,0,15,0.7466666666666666,0.3888934240098375,17.0,17.0,0.0,1,False
260,False,1,False,0,16,0.4,0.4131182235954577,6.0,10.0,-4.0,2,False
260,True,5,False,0,15,0.5866666666666667,0.3661901665736508,6.0,10.0,-4.0,2,False
262,False,1,False,0,16,0.3,0.3577708763999663,8.0,5.5,2.5,7,True
262,True,5,False,0,15,0.5333333333333333,0.4186144947778269,8.0,5.5,2.5,7,True
266,False,1,False,0,16,0.475,0.3991657967979388,3.0,3.0,0.0,1,False
266,True,3,False,0,15,0.3333333333333333,0.3598941643369749,3.0,3.0,0.0,1,False
268,False,1,False,0,16,0.225,0.2909753712372692,15.7,11.0,4.7,5,False
268,True,3,False,0,16,0.3625,0.3667424164178449,15.7,11.0,4.7,5,False
270,False,1,False,0,16,0.625,0.4312771730569565,10.0,14.2,-4.2,2,False
270,True,2,False,0,16,0.7374999999999999,0.3630886025935451,10.0,14.2,-4.2,2,False
273,False,1,False,0,16,0.45,0.4098780306383839,15.0,15.2,-0.2,9,False
273,True,4,False,0,15,0.6133333333333334,0.3739111175259755,15.0,15.2,-0.2,9,False
277,False,1,False,0,17,0.6352941176470589,0.362182924208521,28.82,31.0,-2.18,3,False
277,True,2,False,0,16,0.5625000000000001,0.3879432948254165,28.82,31.0,-2.18,3,False
285,False,1,True,0,16,0.4625,0.307408522978788,2.0,8.0,-6.0,2,False
285,True,4,True,0,18,0.6222222222222222,0.3622731428982274,2.0,8.0,-6.0,2,False
288,False,1,False,0,16,0.6000000000000001,0.4,19.9,28.0,-8.1,2,False
288,True,5,False,0,16,0.775,0.3991657967979388,19.9,28.0,-8.1,2,False
295,False,1,True,0,16,0.2875,0.2526525941551627,5.0,-2.0,7.0,9,False
295,True,4,True,0,15,0.3733333333333333,0.3534860406754147,5.0,-2.0,7.0,9,False
299,False,1,True,0,15,0.1866666666666666,0.3159264531651691,18.9,15.64,3.26,2,False
299,True,2,True,0,16,0.1624999999999999,0.2446085307860977,18.9,15.64,3.26,2,False
306,False,1,False,0,15,0.7866666666666667,0.3502380143083653,8.0,9.97,-1.97,2,False
306,True,4,False,0,16,0.8250000000000001,0.3415650255319866,8.0,9.97,-1.97,2,False
308,False,1,False,0,15,0.4266666666666667,0.439913411393435,11.0,10.69,0.31,2,True
308,True,5,False,0,16,0.65,0.4412104562073146,11.0,10.69,0.31,2,True
311,False,1,False,0,16,0.1624999999999999,0.2941088233970548,1.0,-10.1,11.1,2,False
311,True,5,False,0,16,0.025,0.0683130051063973,1.0,-10.1,11.1,2,False
314,False,1,False,0,16,0.275,0.3642343567906062,-7.0,-9.01,2.01,2,False
314,True,2,False,0,15,0.1733333333333333,0.2814926202195987,-7.0,-9.01,2.01,2,False
318,False,1,False,0,16,0.375,0.4187282332651254,2.0,-0.6,2.6,2,True
318,True,5,False,0,15,0.32,0.352946778667023,2.0,-0.6,2.6,2,True
322,False,1,False,0,16,0.2625,0.3913651321549566,30.0,21.2,8.8,2,True
322,True,3,False,0,15,0.3333333333333333,0.3903600291794132,30.0,21.2,8.8,2,True
330,False,1,False,0,15,0.6133333333333333,0.3888934240098375,18.0,23.6,-5.6,5,True
330,True,5,False,0,15,0.68,0.3447566429485338,18.0,23.6,-5.6,5,True
335,False,1,True,0,15,0.8933333333333332,0.1830950832868253,-7.0,-3.8,-3.2,2,False
335,True,4,True,0,16,0.8250000000000001,0.2516611478423583,-7.0,-3.8,-3.2,2,False
349,False,1,True,0,16,0.8375000000000001,0.2848976424378879,-6.0,-6.65,0.65,2,True
349,True,2,True,0,16,0.7375,0.3630886025935451,-6.0,-6.65,0.65,2,True
350,False,1,False,-1,16,0.5875000000000001,0.4287578959428425,-0.65,-0.25,-0.4,2,True
350,True,3,False,-1,15,0.7066666666666667,0.3369329451445933,-0.65,-0.25,-0.4,2,True
362,False,1,False,0,16,0.1875,0.2963668897386031,2.0,3.2,-1.2,5,True
362,True,3,False,0,16,0.3250000000000001,0.3714835124201341,2.0,3.2,-1.2,5,True
363,False,1,False,0,16,0.7125,0.3575378767813745,-4.0,0.0,-4.0,3,False
363,True,4,False,0,15,0.8000000000000002,0.2725540575476987,-4.0,0.0,-4.0,3,False
365,False,1,False,0,16,0.3375,0.3774917217635376,-4.0,-5.27,1.27,2,True
365,True,4,False,0,16,0.425,0.4250490167812021,-4.0,-5.27,1.27,2,True
379,False,1,False,0,16,0.825,0.2294921930407801,2.0,6.0,-4.0,5,False
379,True,3,False,0,15,0.8,0.3023715784073817,2.0,6.0,-4.0,5,False
382,False,1,False,0,16,0.35,0.3966526608171605,7.0,7.66,-0.66,7,False
382,True,3,False,0,16,0.65,0.3966526608171605,7.0,7.66,-0.66,7,False
386,False,1,False,0,16,0.5875,0.3964425136973413,1.0,0.25,0.75,2,True
386,True,2,False,0,16,0.7000000000000001,0.3425395354310701,1.0,0.25,0.75,2,True
388,False,1,True,0,16,0.8,0.3183289703016885,-10.0,-8.6,-1.4,5,False
388,True,4,True,0,16,0.8375,0.2552776266472773,-10.0,-8.6,-1.4,5,False
389,False,1,False,0,16,0.7875000000000001,0.2578759391645525,6.0,17.3,-11.3,2,False
389,True,4,False,0,16,0.925,0.1437590576856521,6.0,17.3,-11.3,2,False
394,False,1,False,0,16,0.2625,0.3774917217635375,6.6,4.6,2.0,2,False
394,True,4,False,0,16,0.4375000000000001,0.4145278438577237,6.6,4.6,2.0,2,False
400,False,1,False,0,16,0.675,0.3855731664245668,13.27,18.5,-5.23,2,True
400,True,5,False,0,15,0.6666666666666666,0.3829708431025353,13.27,18.5,-5.23,2,True
402,False,1,False,0,16,0.775,0.2909753712372692,-8.0,-5.8,-2.2,7,False
402,True,5,False,0,16,0.825,0.3785938897200181,-8.0,-5.8,-2.2,7,False
406,False,1,False,0,16,0.5375000000000001,0.3703601850451351,8.0,17.2,-9.2,6,False
406,True,3,False,0,15,0.7866666666666667,0.358302877997027,8.0,17.2,-9.2,6,False
408,False,1,False,0,16,0.425,0.4187282332651256,22.0,22.0,0.0,6,False
408,True,3,False,0,15,0.3733333333333333,0.4333699618219101,22.0,22.0,0.0,6,False
410,False,1,False,0,33,0.490909090909091,0.3875916313947874,21.0,25.4,-4.4,2,False
410,True,3,False,0,15,0.4533333333333333,0.4172472146045293,21.0,25.4,-4.4,2,False
411,False,1,False,0,16,0.66875,0.3360927451364181,25.0,24.1,0.9,6,True
411,True,3,False,0,31,0.496774193548387,0.4159197606652369,25.0,24.1,0.9,6,True
414,False,1,True,0,16,0.7499999999999999,0.3306559138036598,29.0,26.3,2.7,9,True
414,True,2,True,0,15,0.5733333333333334,0.376955220278534,29.0,26.3,2.7,9,True
421,False,1,False,0,16,0.2375,0.2552776266472772,-10.0,-14.0,4.0,6,True
421,True,5,False,0,16,0.1875,0.3304037933599835,-10.0,-14.0,4.0,6,True
422,False,1,False,0,16,0.2875,0.3792536530256937,18.4,18.0,0.4,2,False
422,True,2,False,0,16,0.375,0.4187282332651254,18.4,18.0,0.4,2,False
426,False,1,False,0,16,0.1,0.1932183566158592,13.99,2.25,11.74,7,False
426,True,3,False,0,16,0.1,0.1932183566158592,13.99,2.25,11.74,7,False
429,False,1,False,0,32,0.58125,0.3675880408037446,-3.0,-2.0,-1.0,4,False
429,True,3,False,0,15,0.6,0.3545621041711673,-3.0,-2.0,-1.0,4,False
431,False,1,False,0,16,0.8375,0.2753785273643051,8.74,9.0,-0.26,1,False
431,True,5,False,0,15,0.96,0.1121223821162776,8.74,9.0,-0.26,1,False
432,False,1,False,0,16,0.4696428571428572,0.4274867225530913,-1.0,0.0,-1.0,2,False
432,True,5,False,0,15,0.2800000000000001,0.3004758131459407,-1.0,0.0,-1.0,2,False
434,False,1,True,0,17,0.4705882352941176,0.3670229997601529,10.2,5.25,4.95,7,False
434,True,5,True,0,17,0.5058823529411766,0.3325480947082957,10.2,5.25,4.95,7,False
437,False,1,True,0,17,0.7529411764705882,0.3710081654405055,25.0,28.03,-3.03,2,False
437,True,4,True,0,15,0.8266666666666668,0.2120197654757238,25.0,28.03,-3.03,2,False
439,False,1,False,0,17,0.1529411764705882,0.2065116433122583,12.0,5.8,6.2,2,True
439,True,2,False,0,16,0.175,0.3087609647175843,12.0,5.8,6.2,2,True
443,False,1,False,1,16,0.5874999999999999,0.4096746676734276,19.0,15.4,3.6,3,False
443,True,3,False,1,32,0.4249999999999999,0.3321484316463971,19.0,15.4,3.6,3,False
444,False,1,False,0,16,0.6875,0.3575378767813745,23.1,25.74,-2.64,3,False
444,True,2,False,0,15,0.6666666666666666,0.3677473252630061,23.1,25.74,-2.64,3,False
445,False,1,False,0,16,0.1375,0.307408522978788,5.0,0.4,4.6,2,False
445,True,3,False,0,16,0.1,0.1932183566158592,5.0,0.4,4.6,2,False
455,False,1,False,0,15,0.5066666666666667,0.4333699618219101,28.0,20.3,7.7,6,True
455,True,2,False,0,15,0.3333333333333333,0.3677473252630061,28.0,20.3,7.7,6,True
458,False,1,False,0,15,0.2266666666666666,0.3195234546871921,-10.0,-19.25,9.25,9,False
458,True,5,False,0,15,0.16,0.3224903099319419,-10.0,-19.25,9.25,9,False
460,False,1,False,0,15,0.5066666666666667,0.384460041889302,15.0,12.0,3.0,2,True
460,True,2,False,0,15,0.4,0.3703280399090206,15.0,12.0,3.0,2,True
462,False,1,False,0,32,0.5375,0.3607787276469896,18.0,17.12,0.88,2,True
462,True,2,False,0,16,0.4,0.4442221666388715,18.0,17.12,0.88,2,True
464,False,1,False,0,16,0.2625,0.2895398648430529,4.0,2.2,1.8,2,True
464,True,4,False,0,16,0.25,0.2780887148615228,4.0,2.2,1.8,2,True
467,False,1,True,0,16,0.7999999999999999,0.2065591117977288,19.0,19.4,-0.4,2,False
467,True,4,True,0,16,0.5875,0.3304037933599835,19.0,19.4,-0.4,2,False
478,False,1,False,0,16,0.4,0.3577708763999664,8.0,10.0,-2.0,7,False
478,True,2,False,0,16,0.2625,0.3324154027718932,8.0,10.0,-2.0,7,False
483,False,1,True,0,16,0.725,0.3785938897200182,12.0,13.63,-1.63,2,False
483,True,4,True,0,17,0.7764705882352941,0.243745286530596,12.0,13.63,-1.63,2,False
484,False,1,False,0,16,0.925,0.1437590576856521,-3.0,0.4,-3.4,9,False
484,True,2,False,0,15,0.9066666666666666,0.198086080374405,-3.0,0.4,-3.4,9,False
490,False,1,False,0,16,0.25,0.2875181153713043,27.0,32.0,-5.0,5,False
490,True,3,False,0,16,0.325,0.3415650255319866,27.0,32.0,-5.0,5,False
503,False,1,False,0,16,0.3750000000000001,0.4434711565216691,30.0,31.78,-1.78,2,False
503,True,3,False,0,16,0.8625000000000002,0.280178514522438,30.0,31.78,-1.78,2,False
514,False,1,True,0,16,0.4,0.3577708763999663,11.0,13.5,-2.5,2,False
514,True,4,True,0,17,0.4588235294117647,0.3857765278134023,11.0,13.5,-2.5,2,False
523,False,1,True,0,16,0.8750000000000002,0.2049390153191919,-0.8,8.4,-9.2,2,True
523,True,5,True,0,16,0.7875000000000001,0.2872281323269014,-0.8,8.4,-9.2,2,True
526,False,1,False,0,16,0.25,0.3306559138036598,0.0,-6.5,6.5,6,False
526,True,4,False,0,15,0.0533333333333333,0.1407463101097993,0.0,-6.5,6.5,6,False
530,False,1,False,0,16,0.6374999999999998,0.3879432948254165,18.0,18.0,0.0,1,False
530,True,3,False,0,15,0.64,0.4289522117905442,18.0,18.0,0.0,1,False
531,False,1,False,0,16,0.35,0.3614784456460256,-9.0,-12.0,3.0,9,True
531,True,4,False,0,15,0.6666666666666666,0.3754362541795624,-9.0,-12.0,3.0,9,True
532,False,1,True,0,16,0.7874999999999999,0.2680174123696692,3.0,5.6,-2.6,4,False
532,True,5,True,0,15,0.9466666666666668,0.1407463101097993,3.0,5.6,-2.6,4,False
537,False,1,False,0,16,0.2250000000000001,0.3087609647175843,23.0,22.2,0.8,2,True
537,True,3,False,0,16,0.3625,0.3739429546512855,23.0,22.2,0.8,2,True
538,False,1,False,0,16,0.275,0.3714835124201341,-0.1,-4.4,4.3,2,False
538,True,4,False,0,15,0.3466666666666667,0.3814758308514571,-0.1,-4.4,4.3,2,False
546,False,1,False,0,16,0.575,0.3924283374069717,-10.2,-8.45,-1.75,2,False
546,True,3,False,0,17,0.611764705882353,0.3425681555201396,-10.2,-8.45,-1.75,2,False
548,False,1,True,0,16,0.1625,0.3030401513551189,5.0,-11.5,16.5,2,False
548,True,2,True,0,17,0.0941176470588235,0.2249182858153548,5.0,-11.5,16.5,2,False
549,False,1,False,0,32,0.45625,0.3600515196110045,19.0,28.0,-9.0,2,False
549,True,5,False,0,32,0.51875,0.3440156598086029,19.0,28.0,-9.0,2,False
552,False,1,False,0,16,0.925,0.123827837473378,-2.0,3.0,-5.0,2,False
552,True,2,False,0,17,0.9411764705882352,0.1543487266282579,-2.0,3.0,-5.0,2,False
553,False,1,False,0,16,0.375,0.3785938897200182,27.0,21.6,5.4,9,True
553,True,3,False,0,17,0.3294117647058824,0.4058397249567139,27.0,21.6,5.4,9,True
555,False,1,False,0,16,0.5375,0.4544227107000706,16.82,16.2,0.62,3,True
555,True,3,False,0,16,0.475,0.3714835124201342,16.82,16.2,0.62,3,True
560,False,1,True,0,16,0.4125,0.4096746676734276,10.0,10.0,0.0,2,False
560,True,5,True,0,17,0.5647058823529412,0.4076474832354976,10.0,10.0,0.0,2,False
562,False,1,False,0,16,0.3625,0.3593976442141304,8.0,11.9,-3.9,2,False
562,True,5,False,0,16,0.4625,0.3630886025935451,8.0,11.9,-3.9,2,False
564,False,1,False,0,16,0.525,0.3785938897200182,2.0,-1.8,3.8,3,True
564,True,2,False,0,15,0.5066666666666666,0.4199773236508757,2.0,-1.8,3.8,3,True
566,False,1,True,0,16,0.8,0.3425395354310701,-8.3,-1.6,-6.7,7,False
566,True,3,True,0,17,0.7058823529411765,0.3399826985217301,-8.3,-1.6,-6.7,7,False
568,False,1,False,0,16,0.7625,0.3593976442141304,6.0,13.4,-7.4,3,False
568,True,3,False,0,17,1.0,0.0,6.0,13.4,-7.4,3,False
573,False,1,False,0,16,0.1625,0.2552776266472772,30.0,29.4,0.6,2,True
573,True,5,False,0,17,0.3882352941176471,0.4029304421069108,30.0,29.4,0.6,2,True
577,False,1,True,0,16,0.4375000000000001,0.4014556845614054,30.0,24.6,5.4,2,False
577,True,3,True,0,17,0.1764705882352941,0.2222875720904845,30.0,24.6,5.4,2,False
583,False,1,False,0,16,0.2,0.3425395354310701,14.0,13.2,0.8,2,False
583,True,5,False,0,17,0.1411764705882353,0.2209604702469758,14.0,13.2,0.8,2,False
584,False,1,False,0,33,0.4363636363636363,0.4285281363415519,-2.0,-11.0,9.0,2,True
584,True,2,False,0,17,0.3176470588235294,0.3539690913724796,-2.0,-11.0,9.0,2,True
587,False,1,False,0,16,0.425,0.3924283374069717,2.0,7.6,-5.6,7,False
587,True,4,False,0,16,0.575,0.4187282332651254,2.0,7.6,-5.6,7,False
593,False,1,False,0,16,0.325,0.3415650255319866,18.0,8.0,10.0,5,False
593,True,2,False,0,17,0.2705882352941177,0.3670229997601529,18.0,8.0,10.0,5,False
597,False,1,False,0,16,0.3375,0.3242941051987635,28.0,18.0,10.0,2,True
597,True,3,False,0,32,0.44375,0.3618389411807949,28.0,18.0,10.0,2,True
598,False,1,False,0,16,0.7875000000000001,0.3612478373637689,6.0,9.3,-3.3,2,False
598,True,5,False,0,16,0.9125,0.1784189825476351,6.0,9.3,-3.3,2,False
651,False,1,False,0,17,0.8470588235294118,0.3502100210210002,10.9,11.0,-0.1,1,False
651,True,5,False,0,16,0.8625,0.2895398648430529,10.9,11.0,-0.1,1,False
654,False,1,True,0,17,0.8117647058823529,0.3425681555201396,2.0,10.5,-8.5,3,False
654,True,3,True,0,16,0.8625,0.2895398648430529,2.0,10.5,-8.5,3,False
675,False,1,False,0,17,0.9294117647058824,0.1723539449880425,-2.0,9.6,-11.6,3,False
675,True,4,False,0,15,1.0,0.0,-2.0,9.6,-11.6,3,False
676,False,1,True,0,16,0.8500000000000001,0.1861898672502524,18.0,19.6,-1.6,9,False
676,True,2,True,0,16,0.775,0.3415650255319866,18.0,19.6,-1.6,9,False
677,False,1,True,-1,16,0.7749999999999999,0.3,4.8,12.5,-7.7,2,False
677,True,3,True,-1,16,0.6625000000000001,0.307408522978788,4.8,12.5,-7.7,2,False
681,False,1,False,0,16,0.225,0.3714835124201341,26.0,23.75,2.25,5,False
681,True,3,False,0,16,0.05,0.1154700538379251,26.0,23.75,2.25,5,False
688,False,1,False,0,16,0.7375000000000002,0.3403429642777023,3.1,6.65,-3.55,2,False
688,True,5,False,0,16,0.7625000000000001,0.3593976442141304,3.1,6.65,-3.55,2,False
697,False,1,False,0,16,0.375,0.4057914078275521,6.0,1.0,5.0,9,True
697,True,4,False,0,16,0.3,0.3723797345005049,6.0,1.0,5.0,9,True
703,False,1,False,0,16,0.7500000000000001,0.3306559138036598,-0.25,5.75,-6.0,2,False
703,True,2,False,0,16,0.6375,0.4514790508244356,-0.25,5.75,-6.0,2,False
