problem_id,bRate_row1,bRate_row2,bRate_diff,absolute_bRate_diff,feedback_row1,feedback_row2,block_row1,block_row2,ambiguity_row1,ambiguity_row2,corr_row1,corr_row2,n_row1,n_row2,ev_diff,ev_max_conflict,n_outcomes_B
219,0.7000000000000001,0.8666666666666667,0.16666666666666663,0.16666666666666663,False,True,1,2,True,True,0,0,16,18,0.05,True,2
223,0.55,0.4888888888888888,-0.06111111111111123,0.06111111111111123,False,True,1,4,True,True,0,0,16,18,6.0,True,2
232,0.25,0.3733333333333333,0.1233333333333333,0.1233333333333333,False,True,1,5,False,False,0,0,16,15,1.5,True,2
233,0.6125,0.52,-0.09250000000000003,0.09250000000000003,False,True,1,2,False,False,0,0,16,15,0.0,False,2
236,0.3375,0.725,0.38749999999999996,0.38749999999999996,False,True,1,2,False,False,0,0,16,16,0.6,True,2
238,0.2625,0.5294117647058824,0.26691176470588235,0.26691176470588235,False,True,1,5,True,True,0,0,16,17,-2.88,False,2
241,0.725,0.92,0.19500000000000006,0.19500000000000006,False,True,1,5,False,False,0,0,16,15,-10.1,False,2
245,0.375,0.4875,0.11249999999999999,0.11249999999999999,False,True,1,3,False,False,0,0,16,16,-4.58,False,5
251,0.7749999999999999,0.7466666666666666,-0.02833333333333332,0.02833333333333332,False,True,1,4,False,False,0,0,16,15,0.0,False,1
260,0.4,0.5866666666666667,0.18666666666666665,0.18666666666666665,False,True,1,5,False,False,0,0,16,15,-4.0,False,2
262,0.3,0.5333333333333333,0.23333333333333334,0.23333333333333334,False,True,1,5,False,False,0,0,16,15,2.5,True,7
266,0.475,0.3333333333333333,-0.14166666666666666,0.14166666666666666,False,True,1,3,False,False,0,0,16,15,0.0,False,1
268,0.225,0.3625,0.13749999999999998,0.13749999999999998,False,True,1,3,False,False,0,0,16,16,4.7,False,5
270,0.625,0.7374999999999999,0.11249999999999993,0.11249999999999993,False,True,1,2,False,False,0,0,16,16,-4.2,False,2
273,0.45,0.6133333333333334,0.16333333333333339,0.16333333333333339,False,True,1,4,False,False,0,0,16,15,-0.2,False,9
277,0.6352941176470589,0.5625000000000001,-0.07279411764705879,0.07279411764705879,False,True,1,2,False,False,0,0,17,16,-2.18,False,3
285,0.4625,0.6222222222222222,0.1597222222222222,0.1597222222222222,False,True,1,4,True,True,0,0,16,18,-6.0,False,2
288,0.6000000000000001,0.775,0.17499999999999993,0.17499999999999993,False,True,1,5,False,False,0,0,16,16,-8.1,False,2
295,0.2875,0.3733333333333333,0.08583333333333332,0.08583333333333332,False,True,1,4,True,True,0,0,16,15,7.0,False,9
299,0.1866666666666666,0.1624999999999999,-0.024166666666666697,0.024166666666666697,False,True,1,2,True,True,0,0,15,16,3.26,False,2
306,0.7866666666666667,0.8250000000000001,0.03833333333333333,0.03833333333333333,False,True,1,4,False,False,0,0,15,16,-1.97,False,2
308,0.4266666666666667,0.65,0.22333333333333333,0.22333333333333333,False,True,1,5,False,False,0,0,15,16,0.31,True,2
311,0.1624999999999999,0.025,-0.1374999999999999,0.1374999999999999,False,True,1,5,False,False,0,0,16,16,11.1,False,2
314,0.275,0.1733333333333333,-0.10166666666666671,0.10166666666666671,False,True,1,2,False,False,0,0,16,15,2.01,False,2
318,0.375,0.32,-0.05499999999999999,0.05499999999999999,False,True,1,5,False,False,0,0,16,15,2.6,True,2
322,0.2625,0.3333333333333333,0.0708333333333333,0.0708333333333333,False,True,1,3,False,False,0,0,16,15,8.8,True,2
330,0.6133333333333333,0.68,0.06666666666666676,0.06666666666666676,False,True,1,5,False,False,0,0,15,15,-5.6,True,5
335,0.8933333333333332,0.8250000000000001,-0.06833333333333313,0.06833333333333313,False,True,1,4,True,True,0,0,15,16,-3.2,False,2
349,0.8375000000000001,0.7375,-0.10000000000000009,0.10000000000000009,False,True,1,2,True,True,0,0,16,16,0.65,True,2
350,0.5875000000000001,0.7066666666666667,0.11916666666666653,0.11916666666666653,False,True,1,3,False,False,-1,-1,16,15,-0.4,True,2
362,0.1875,0.3250000000000001,0.13750000000000012,0.13750000000000012,False,True,1,3,False,False,0,0,16,16,-1.2,True,5
363,0.7125,0.8000000000000002,0.08750000000000013,0.08750000000000013,False,True,1,4,False,False,0,0,16,15,-4.0,False,3
365,0.3375,0.425,0.08749999999999997,0.08749999999999997,False,True,1,4,False,False,0,0,16,16,1.27,True,2
379,0.825,0.8,-0.02499999999999991,0.02499999999999991,False,True,1,3,False,False,0,0,16,15,-4.0,False,5
382,0.35,0.65,0.30000000000000004,0.30000000000000004,False,True,1,3,False,False,0,0,16,16,-0.66,False,7
386,0.5875,0.7000000000000001,0.11250000000000004,0.11250000000000004,False,True,1,2,False,False,0,0,16,16,0.75,True,2
388,0.8,0.8375,0.03749999999999998,0.03749999999999998,False,True,1,4,True,True,0,0,16,16,-1.4,False,5
389,0.7875000000000001,0.925,0.13749999999999996,0.13749999999999996,False,True,1,4,False,False,0,0,16,16,-11.3,False,2
394,0.2625,0.4375000000000001,0.1750000000000001,0.1750000000000001,False,True,1,4,False,False,0,0,16,16,2.0,False,2
400,0.675,0.6666666666666666,-0.008333333333333415,0.008333333333333415,False,True,1,5,False,False,0,0,16,15,-5.23,True,2
402,0.775,0.825,0.04999999999999993,0.04999999999999993,False,True,1,5,False,False,0,0,16,16,-2.2,False,7
406,0.5375000000000001,0.7866666666666667,0.24916666666666665,0.24916666666666665,False,True,1,3,False,False,0,0,16,15,-9.2,False,6
408,0.425,0.3733333333333333,-0.051666666666666694,0.051666666666666694,False,True,1,3,False,False,0,0,16,15,0.0,False,6
410,0.490909090909091,0.4533333333333333,-0.03757575757575771,0.03757575757575771,False,True,1,3,False,False,0,0,33,15,-4.4,False,2
411,0.66875,0.496774193548387,-0.17197580645161298,0.17197580645161298,False,True,1,3,False,False,0,0,16,31,0.9,True,6
414,0.7499999999999999,0.5733333333333334,-0.17666666666666653,0.17666666666666653,False,True,1,2,True,True,0,0,16,15,2.7,True,9
421,0.2375,0.1875,-0.04999999999999999,0.04999999999999999,False,True,1,5,False,False,0,0,16,16,4.0,True,6
422,0.2875,0.375,0.08750000000000002,0.08750000000000002,False,True,1,2,False,False,0,0,16,16,0.4,False,2
426,0.1,0.1,0.0,0.0,False,True,1,3,False,False,0,0,16,16,11.74,False,7
429,0.58125,0.6,0.018749999999999933,0.018749999999999933,False,True,1,3,False,False,0,0,32,15,-1.0,False,4
431,0.8375,0.96,0.12249999999999994,0.12249999999999994,False,True,1,5,False,False,0,0,16,15,-0.26,False,1
432,0.4696428571428572,0.2800000000000001,-0.1896428571428571,0.1896428571428571,False,True,1,5,False,False,0,0,16,15,-1.0,False,2
434,0.4705882352941176,0.5058823529411766,0.035294117647058976,0.035294117647058976,False,True,1,5,True,True,0,0,17,17,4.95,False,7
437,0.7529411764705882,0.8266666666666668,0.07372549019607855,0.07372549019607855,False,True,1,4,True,True,0,0,17,15,-3.03,False,2
439,0.1529411764705882,0.175,0.022058823529411797,0.022058823529411797,False,True,1,2,False,False,0,0,17,16,6.2,True,2
443,0.5874999999999999,0.4249999999999999,-0.16250000000000003,0.16250000000000003,False,True,1,3,False,False,1,1,16,32,3.6,False,3
444,0.6875,0.6666666666666666,-0.02083333333333337,0.02083333333333337,False,True,1,2,False,False,0,0,16,15,-2.64,False,3
445,0.1375,0.1,-0.037500000000000006,0.037500000000000006,False,True,1,3,False,False,0,0,16,16,4.6,False,2
455,0.5066666666666667,0.3333333333333333,-0.1733333333333334,0.1733333333333334,False,True,1,2,False,False,0,0,15,15,7.7,True,6
458,0.2266666666666666,0.16,-0.0666666666666666,0.0666666666666666,False,True,1,5,False,False,0,0,15,15,9.25,False,9
460,0.5066666666666667,0.4,-0.10666666666666669,0.10666666666666669,False,True,1,2,False,False,0,0,15,15,3.0,True,2
462,0.5375,0.4,-0.13749999999999996,0.13749999999999996,False,True,1,2,False,False,0,0,32,16,0.88,True,2
464,0.2625,0.25,-0.012500000000000011,0.012500000000000011,False,True,1,4,False,False,0,0,16,16,1.8,True,2
467,0.7999999999999999,0.5875,-0.2124999999999999,0.2124999999999999,False,True,1,4,True,True,0,0,16,16,-0.4,False,2
478,0.4,0.2625,-0.1375,0.1375,False,True,1,2,False,False,0,0,16,16,-2.0,False,7
483,0.725,0.7764705882352941,0.05147058823529416,0.05147058823529416,False,True,1,4,True,True,0,0,16,17,-1.63,False,2
484,0.925,0.9066666666666666,-0.018333333333333424,0.018333333333333424,False,True,1,2,False,False,0,0,16,15,-3.4,False,9
490,0.25,0.325,0.07500000000000001,0.07500000000000001,False,True,1,3,False,False,0,0,16,16,-5.0,False,5
503,0.3750000000000001,0.8625000000000002,0.48750000000000004,0.48750000000000004,False,True,1,3,False,False,0,0,16,16,-1.78,False,2
514,0.4,0.4588235294117647,0.05882352941176466,0.05882352941176466,False,True,1,4,True,True,0,0,16,17,-2.5,False,2
523,0.8750000000000002,0.7875000000000001,-0.08750000000000013,0.08750000000000013,False,True,1,5,True,True,0,0,16,16,-9.2,True,2
526,0.25,0.0533333333333333,-0.1966666666666667,0.1966666666666667,False,True,1,4,False,False,0,0,16,15,6.5,False,6
530,0.6374999999999998,0.64,0.0025000000000001688,0.0025000000000001688,False,True,1,3,False,False,0,0,16,15,0.0,False,1
531,0.35,0.6666666666666666,0.31666666666666665,0.31666666666666665,False,True,1,4,False,False,0,0,16,15,3.0,True,9
532,0.7874999999999999,0.9466666666666668,0.1591666666666669,0.1591666666666669,False,True,1,5,True,True,0,0,16,15,-2.6,False,4
537,0.2250000000000001,0.3625,0.1374999999999999,0.1374999999999999,False,True,1,3,False,False,0,0,16,16,0.8,True,2
538,0.275,0.3466666666666667,0.07166666666666666,0.07166666666666666,False,True,1,4,False,False,0,0,16,15,4.3,False,2
546,0.575,0.611764705882353,0.03676470588235303,0.03676470588235303,False,True,1,3,False,False,0,0,16,17,-1.75,False,2
548,0.1625,0.0941176470588235,-0.0683823529411765,0.0683823529411765,False,True,1,2,True,True,0,0,16,17,16.5,False,2
549,0.45625,0.51875,0.06250000000000006,0.06250000000000006,False,True,1,5,False,False,0,0,32,32,-9.0,False,2
552,0.925,0.9411764705882352,0.016176470588235126,0.016176470588235126,False,True,1,2,False,False,0,0,16,17,-5.0,False,2
553,0.375,0.3294117647058824,-0.045588235294117596,0.045588235294117596,False,True,1,3,False,False,0,0,16,17,5.4,True,9
555,0.5375,0.475,-0.0625,0.0625,False,True,1,3,False,False,0,0,16,16,0.62,True,3
560,0.4125,0.5647058823529412,0.1522058823529412,0.1522058823529412,False,True,1,5,True,True,0,0,16,17,0.0,False,2
562,0.3625,0.4625,0.10000000000000003,0.10000000000000003,False,True,1,5,False,False,0,0,16,16,-3.9,False,2
564,0.525,0.5066666666666666,-0.018333333333333424,0.018333333333333424,False,True,1,2,False,False,0,0,16,15,3.8,True,3
566,0.8,0.7058823529411765,-0.09411764705882353,0.09411764705882353,False,True,1,3,True,True,0,0,16,17,-6.7,False,7
568,0.7625,1.0,0.23750000000000004,0.23750000000000004,False,True,1,3,False,False,0,0,16,17,-7.4,False,3
573,0.1625,0.3882352941176471,0.22573529411764712,0.22573529411764712,False,True,1,5,False,False,0,0,16,17,0.6,True,2
577,0.4375000000000001,0.1764705882352941,-0.261029411764706,0.261029411764706,False,True,1,3,True,True,0,0,16,17,5.4,False,2
583,0.2,0.1411764705882353,-0.05882352941176472,0.05882352941176472,False,True,1,5,False,False,0,0,16,17,0.8,False,2
584,0.4363636363636363,0.3176470588235294,-0.1187165775401069,0.1187165775401069,False,True,1,2,False,False,0,0,33,17,9.0,True,2
587,0.425,0.575,0.14999999999999997,0.14999999999999997,False,True,1,4,False,False,0,0,16,16,-5.6,False,7
593,0.325,0.2705882352941177,-0.054411764705882326,0.054411764705882326,False,True,1,2,False,False,0,0,16,17,10.0,False,5
597,0.3375,0.44375,0.10624999999999996,0.10624999999999996,False,True,1,3,False,False,0,0,16,32,10.0,True,2
598,0.7875000000000001,0.9125,0.12499999999999989,0.12499999999999989,False,True,1,5,False,False,0,0,16,16,-3.3,False,2
651,0.8470588235294118,0.8625,0.015441176470588291,0.015441176470588291,False,True,1,5,False,False,0,0,17,16,-0.1,False,1
654,0.8117647058823529,0.8625,0.0507352941176471,0.0507352941176471,False,True,1,3,True,True,0,0,17,16,-8.5,False,3
675,0.9294117647058824,1.0,0.07058823529411762,0.07058823529411762,False,True,1,4,False,False,0,0,17,15,-11.6,False,3
676,0.8500000000000001,0.775,-0.07500000000000007,0.07500000000000007,False,True,1,2,True,True,0,0,16,16,-1.6,False,9
677,0.7749999999999999,0.6625000000000001,-0.11249999999999982,0.11249999999999982,False,True,1,3,True,True,-1,-1,16,16,-7.7,False,2
681,0.225,0.05,-0.175,0.175,False,True,1,3,False,False,0,0,16,16,2.25,False,5
688,0.7375000000000002,0.7625000000000001,0.02499999999999991,0.02499999999999991,False,True,1,5,False,False,0,0,16,16,-3.55,False,2
697,0.375,0.3,-0.07500000000000001,0.07500000000000001,False,True,1,4,False,False,0,0,16,16,5.0,True,9
703,0.7500000000000001,0.6375,-0.11250000000000016,0.11250000000000016,False,True,1,2,False,False,0,0,16,16,-6.0,False,2
705,0.3,0.55,0.25000000000000006,0.25000000000000006,False,True,1,5,False,False,0,0,16,16,3.04,True,2
725,0.2375,0.0666666666666666,-0.1708333333333334,0.1708333333333334,False,True,1,3,False,False,0,0,16,15,1.0,True,3
726,0.2875,0.3882352941176471,0.10073529411764715,0.10073529411764715,False,True,1,4,False,False,0,0,16,17,6.8,True,2
732,0.275,0.3454545454545454,0.07045454545454538,0.07045454545454538,False,True,1,2,False,False,-1,-1,16,22,4.0,True,2
739,0.5625,0.4666666666666667,-0.09583333333333333,0.09583333333333333,False,True,1,4,False,False,0,0,16,18,2.55,True,5
740,0.36,0.42,0.06,0.06,False,True,1,2,False,False,0,0,15,20,2.05,True,2
741,0.28,0.2571428571428572,-0.022857142857142854,0.022857142857142854,False,True,1,5,False,False,0,0,15,21,3.67,False,3
746,0.4666666666666667,0.4761904761904763,0.009523809523809601,0.009523809523809601,False,True,1,5,False,False,0,0,15,21,-5.0,False,2
747,0.28,0.4526315789473685,0.17263157894736847,0.17263157894736847,False,True,1,2,False,False,0,0,15,19,7.3,False,2
748,0.5066666666666667,0.5111111111111111,0.004444444444444362,0.004444444444444362,False,True,1,3,False,False,0,0,15,18,4.91,True,2
750,0.7733333333333334,0.7047619047619049,-0.0685714285714285,0.0685714285714285,False,True,1,3,False,False,0,0,15,21,-5.05,False,6
755,0.3,0.4888888888888889,0.18888888888888888,0.18888888888888888,False,True,1,2,False,False,0,0,16,18,-6.4,False,3
756,0.5875,0.6571428571428571,0.06964285714285712,0.06964285714285712,False,True,1,3,False,False,0,0,16,21,-6.8,False,2
764,0.3875,0.3578947368421053,-0.02960526315789469,0.02960526315789469,False,True,1,3,False,False,0,0,16,19,1.5,True,2
767,0.55,0.1263157894736842,-0.4236842105263159,0.4236842105263159,False,True,1,2,False,False,0,0,16,19,7.09,True,2
768,0.2250000000000001,0.3099999999999999,0.0849999999999998,0.0849999999999998,False,True,1,2,False,False,0,0,16,20,2.45,False,2
769,0.7875,0.75,-0.03749999999999998,0.03749999999999998,False,True,1,3,True,True,0,0,16,16,-0.6,False,7
771,0.7875000000000001,0.8727272727272729,0.08522727272727282,0.08522727272727282,False,True,1,2,False,False,0,0,16,22,-4.6,False,5
782,0.6875,0.775,0.08750000000000002,0.08750000000000002,False,True,1,5,True,True,0,0,16,16,-2.2,True,4
784,0.2625,0.6133333333333333,0.3508333333333333,0.3508333333333333,False,True,1,4,False,False,0,0,16,15,4.32,True,2
789,0.6625000000000001,0.6533333333333332,-0.009166666666666878,0.009166666666666878,False,True,1,3,True,True,0,0,16,15,0.75,True,2
791,0.3625,0.4749999999999999,0.11249999999999993,0.11249999999999993,False,True,1,2,False,False,1,1,16,16,-3.27,True,2
796,0.3750000000000001,0.56,0.18499999999999994,0.18499999999999994,False,True,1,5,False,False,0,0,16,15,1.0,True,4
802,0.5625000000000001,0.44,-0.12250000000000011,0.12250000000000011,False,True,1,3,False,False,0,0,16,15,4.55,True,2
803,0.7124999999999999,0.825,0.11250000000000004,0.11250000000000004,False,True,1,3,False,False,0,0,16,16,-1.99,False,2
813,0.3125,0.3066666666666666,-0.0058333333333334125,0.0058333333333334125,False,True,1,4,False,False,0,0,16,15,1.5,True,2
820,0.1624999999999999,0.1058823529411764,-0.056617647058823495,0.056617647058823495,False,True,1,3,True,True,0,0,16,17,1.55,False,2
821,0.5375,0.3789473684210526,-0.1585526315789474,0.1585526315789474,False,True,1,2,True,True,0,0,16,19,9.0,True,4
824,0.6625,0.9066666666666666,0.24416666666666664,0.24416666666666664,False,True,1,4,False,False,0,0,16,15,-4.82,False,2
829,0.3375,0.2933333333333333,-0.04416666666666674,0.04416666666666674,False,True,1,4,False,False,0,0,16,15,4.0,True,3
833,0.55,0.5333333333333333,-0.01666666666666672,0.01666666666666672,False,True,1,2,False,False,0,0,16,15,-0.18,False,9
836,0.4125,0.4666666666666666,0.05416666666666664,0.05416666666666664,False,True,1,5,False,False,0,0,16,15,-1.46,False,5
845,0.5499999999999999,0.3200000000000001,-0.22999999999999982,0.22999999999999982,False,True,1,3,False,False,0,0,16,15,-0.6,False,9
858,0.3125000000000001,0.3875,0.0749999999999999,0.0749999999999999,False,True,1,5,False,False,1,1,16,16,5.15,False,2
859,0.775,0.6666666666666665,-0.1083333333333335,0.1083333333333335,False,True,1,3,True,True,0,0,16,18,-5.0,False,2
861,0.65,0.8133333333333332,0.16333333333333322,0.16333333333333322,False,True,1,5,False,False,0,0,16,15,-3.46,False,5
862,0.4124999999999999,0.5066666666666667,0.09416666666666679,0.09416666666666679,False,True,1,5,False,False,0,0,16,15,2.8,True,5
868,0.6125,0.4588235294117647,-0.15367647058823536,0.15367647058823536,False,True,1,3,True,True,0,0,16,17,3.27,True,8
873,0.7647058823529412,0.825,0.06029411764705872,0.06029411764705872,False,True,1,3,False,False,0,0,17,16,-1.31,False,2
879,0.188235294117647,0.1733333333333333,-0.01490196078431369,0.01490196078431369,False,True,1,5,False,False,0,0,17,15,6.83,True,2
880,0.3375,0.1333333333333333,-0.20416666666666672,0.20416666666666672,False,True,1,4,False,False,0,0,16,15,3.28,True,5
882,0.2250000000000001,0.425,0.1999999999999999,0.1999999999999999,False,True,1,3,False,False,0,0,16,16,-1.0,False,3
884,0.275,0.4533333333333333,0.1783333333333333,0.1783333333333333,False,True,1,4,False,False,0,0,16,15,0.61,False,3
885,0.6625000000000001,0.6947368421052632,0.03223684210526312,0.03223684210526312,False,True,1,5,True,True,0,0,16,19,4.25,True,7
886,0.4451612903225807,0.28,-0.1651612903225807,0.1651612903225807,False,True,1,2,False,False,0,0,31,15,3.25,True,2
890,0.6874999999999999,0.8750000000000001,0.18750000000000022,0.18750000000000022,False,True,1,3,False,False,0,0,16,16,-6.6,False,2
891,0.6125,0.425,-0.18750000000000006,0.18750000000000006,False,True,1,5,False,False,0,0,16,16,-8.35,True,2
892,0.4375,0.5333333333333333,0.09583333333333333,0.09583333333333333,False,True,1,3,False,False,0,0,16,15,1.55,False,2
909,0.925,0.8374999999999999,-0.08750000000000013,0.08750000000000013,False,True,1,4,False,False,0,0,16,16,-13.45,False,2
917,0.7624999999999998,0.5999999999999999,-0.16249999999999998,0.16249999999999998,False,True,1,5,False,False,-1,-1,16,16,-5.0,False,2
933,0.4125,0.6375,0.22499999999999998,0.22499999999999998,False,True,1,5,False,False,0,0,16,16,-0.9,True,5
939,0.7125,0.7749999999999999,0.06249999999999989,0.06249999999999989,False,True,1,4,True,True,0,0,16,16,-3.8,False,5
940,0.325,0.0,-0.325,0.325,False,True,1,4,False,False,0,0,16,17,9.99,False,2
943,0.325,0.5058823529411764,0.18088235294117644,0.18088235294117644,False,True,1,2,False,False,0,0,16,17,-1.0,False,7
944,0.4625,0.4375,-0.025000000000000022,0.025000000000000022,False,True,1,4,False,False,0,0,16,16,-2.55,False,5
945,0.7625,0.7599999999999999,-0.0025000000000000577,0.0025000000000000577,False,True,1,4,False,False,0,0,16,15,-3.8,False,2
950,0.3750000000000001,0.2875,-0.08750000000000013,0.08750000000000013,False,True,1,4,False,False,0,0,16,16,-0.8,False,2
958,0.3894736842105264,0.3375,-0.051973684210526394,0.051973684210526394,False,True,1,2,False,False,0,0,19,16,4.35,True,6
960,0.5222222222222223,0.3875000000000001,-0.13472222222222213,0.13472222222222213,False,True,1,3,False,False,0,0,18,16,0.8,True,2
965,0.588888888888889,0.4625,-0.126388888888889,0.126388888888889,False,True,1,5,True,True,0,0,18,16,7.3,True,2
968,0.3733333333333333,0.3375000000000001,-0.03583333333333322,0.03583333333333322,False,True,1,5,False,False,0,0,15,16,-1.4,False,5
972,0.2375,0.5058823529411764,0.26838235294117646,0.26838235294117646,False,True,1,4,False,False,0,0,16,17,5.4,False,2
979,0.65,0.6133333333333333,-0.036666666666666736,0.036666666666666736,False,True,1,3,False,False,0,0,16,15,-7.0,False,5
984,0.775,0.75,-0.025000000000000022,0.025000000000000022,False,True,1,4,False,False,0,0,16,16,-3.4,True,3
989,0.5393939393939395,0.6400000000000001,0.10060606060606059,0.10060606060606059,False,True,1,5,False,False,0,0,33,15,-3.65,False,7
